V1	V2	V3
Locus10518	0.758905650179166	NA	NA
Locus10520	0.0158569402654888	NA	NA
Locus10521	0.396864702760411	NA	NA
Locus10522	0.002965982075538	NA	NA
Locus10527	0.788505383777224	NA	NA
Locus10528	0.00567318906767086	NA	NA
Locus10529	0.382153168217103	NA	NA
Locus1053	0.597566025750729	NA	NA
Locus1054	0.0970864382104647	NA	NA
Locus10546	0.275252667062751	NA	NA
Locus1055	0.035013356053921	NA	NA
Locus10550	0.624680839369279	NA	NA
Locus10554	0.0488563581238468	NA	NA
Locus10555	0.147223073117016	NA	NA
Locus10558	0.82491280095101	NA	NA
Locus10567	0.942687580968532	NA	NA
Locus10573	0.501783868367558	NA	NA
Locus10576	0.338818265570203	NA	NA
Locus1059	0.559896623691997	NA	NA
Locus10590	0.832181418193684	NA	NA
Locus10593	0.796116334524033	NA	NA
Locus106	0.0354571651163254	NA	NA
Locus10605	0.0785583598222281	NA	NA
Locus10610	0.564422898517915	NA	NA
Locus10612	0.0780188746035198	NA	NA
Locus10618	0.478428221238131	NA	NA
Locus10619	0.106735275020259	NA	NA
Locus10623	0.432971257388364	NA	NA
Locus10641	0.777994179712796	NA	NA
Locus10644	0.972835989415636	NA	NA
Locus10647	0.291182489243522	NA	NA
Locus10651	0.533767964228204	NA	NA
Locus10652	0.137157521716066	NA	NA
Locus10660	0.154161131464052	NA	NA
Locus10661	0.0555411601554157	NA	NA
Locus10662	0.332614977904898	NA	NA
Locus10669	0.497358462736954	NA	NA
Locus10675	0.0556952887017756	NA	NA
Locus10678	0.76903437914945	NA	NA
Locus10685	0.616049662632462	NA	NA
Locus10686	0.0427115270918375	NA	NA
Locus10688	0.655708522241977	NA	NA
Locus10698	0.385244010320424	NA	NA
Locus10702	0.992495216423784	NA	NA
Locus10704	0.309822660821587	NA	NA
Locus10709	0.0220308662300481	NA	NA
Locus10712	0.0714550992589828	NA	NA
Locus10713	0.172355102318612	NA	NA
Locus10714	0.389256283742921	NA	NA
Locus10715	0.805078149676023	NA	NA
Locus1072	0.153072919973055	NA	NA
Locus10727	0.0349091219628354	NA	NA
Locus10729	0.234054787482279	NA	NA
Locus10731	0.313169887770491	NA	NA
Locus10734	0.558362048183626	NA	NA
Locus1074	0.0147229552793227	NA	NA
Locus10741	0.722277656099589	NA	NA
Locus10744	0.186305012692655	NA	NA
Locus10745	0.0271824127181415	NA	NA
Locus10752	0.0682439203621536	NA	NA
Locus10755	0.434487316305811	NA	NA
Locus10760	0.142986104488312	NA	NA
Locus10761	0.575335207923242	NA	NA
Locus10766	0.851018322873046	NA	NA
Locus10767	0.0361616476875145	NA	NA
Locus1078	0.731326048091528	NA	NA
Locus10784	0.783600321719581	NA	NA
Locus108	0.197794019657148	NA	NA
Locus10800	0.370939841568967	NA	NA
Locus10804	0.00126571737449301	NA	NA
Locus10806	0.713775304053017	NA	NA
Locus1081	0.0988382796854437	NA	NA
Locus10814	0.140337432620849	NA	NA
Locus10816	0.0327015523040477	NA	NA
Locus10819	0.748029444663179	NA	NA
Locus10824	0.133474474621354	NA	NA
Locus10829	0.109737335088032	NA	NA
Locus10831	0.00957619992944133	NA	NA
Locus10838	0.0745106919888161	NA	NA
Locus10839	0.389769266015415	NA	NA
Locus1084	0.178061507243582	NA	NA
Locus10842	0.246766944013705	NA	NA
Locus10848	0.559058712247194	NA	NA
Locus1085	0.0148183347041276	NA	NA
Locus10859	0.351194189066843	NA	NA
Locus1086	0.71946886100023	NA	NA
Locus10860	0.689231790680296	NA	NA
Locus10867	0.674462921560093	NA	NA
Locus10868	0.109033915871598	NA	NA
Locus10869	0.189157783721053	NA	NA
Locus10879	0.211014583959395	NA	NA
Locus10884	0.0717985112156839	NA	NA
Locus10890	0.116385429665681	NA	NA
Locus109	0.0140164150981426	NA	NA
Locus10901	0.0250223318685243	NA	NA
Locus10902	0.528746263046143	NA	NA
Locus10904	0.335879038469435	NA	NA
Locus10906	0.00526031239686015	NA	NA
Locus10908	0.00753054210970555	NA	NA
Locus1091	0.275561496709422	NA	NA
Locus10916	0.328233020990657	NA	NA
Locus10917	0.0617485617605123	NA	NA
Locus1092	0.0327082746400943	NA	NA
Locus10922	0.436862255244444	NA	NA
Locus10923	0.235931569503282	NA	NA
Locus10925	0.169813179620766	NA	NA
Locus10930	0.875910983620541	NA	NA
Locus10940	0.0900579917352554	NA	NA
Locus10942	0.0976640247129537	NA	NA
Locus10943	0.0194432626057261	NA	NA
Locus10945	0.0884902576258023	NA	NA
