o1	o2	o3	t1	t2	t3	v1	v2	v3	p1	p2	p3	j1	j2	ja
Locus10371	0.343258148673398	0.164292499134869	0.604083636595427	0.111774689221682	-0.0269823444098445	0.159295833735648	0.0835977706632372	0.127147880232878	0.324517172013681	0.385965164501756	-0.040867394199564	-0.207837242913297	-0.814689306778722	-0.929524745973694	-0.223522620756809
Locus20331	-0.335482550839648	-0.349225647858647	-0.646680583373787	-0.304142125434766	-0.096119460852896	0.0167828254019775	-0.437778961975825	-0.308689361099844	-0.305340849568466	0.14392703616278	0.0497199731995155	-0.182725349411227	0.396697355504333	0.984033887047237	0.373972899210357
Locus9165	0.196358594044412	-0.13371986208682	-0.121136167949851	-0.024706866554902	0.480192089133026	0.47403707152938	0.011290279032415	0.168735571459319	0.0932487858148547	0.127215535481498	-0.215249469410326	0.230029873061986	-0.939807587927305	-0.873868102875974	-0.29665555683041
Locus14560	-0.161962452673027	-0.263620379971167	-0.466421019794767	-0.786153984558666	-0.0865064673982387	-0.44793785228381	0.0771974817136145	-0.505144900290523	-0.456190302619837	-0.0619682499197175	-0.497872611797078	-0.0643991850177844	0.384233472504978	0.596695744271635	0.43072843672977
Locus30875	-0.002827963696663	0.151596676262967	-0.048937913653748	0.012989250557976	-0.097738906408029	0.014577319554548	-0.300469515636592	-0.307698439079417	-0.362879925129498	-0.0327206957805555	0.0237238792072175	0.0778042440685445	0.490908511426879	0.411490381747576	0.380838245945425
Locus29241	-0.684764910789191	-0.665101130746289	-0.49901297267902	0.294784989541186	-0.049754588167631	-0.712166845769553	0.0451025307845875	-0.117929330496161	-0.234903296607689	-0.0502021749273805	-0.232827386832538	-0.455602419206121	0.464946847682765	0.770885710756749	1.07619999837936
Locus20374	-0.918826731481598	-0.579348145616147	-0.437045455139615	-0.469672199588562	-0.805569794845283	-0.791877304970384	-0.859364375726394	-0.561174535827944	-0.297411421185014	-0.443453534350643	-0.578735851213596	-0.515971159559713	-0.228816230138798	0.229777552557535	0.719285061654803
Locus13160	0.0204039914925885	-0.113136528956547	0.104045628356071	0.0546333971233699	-0.164398557769355	-0.372343263978366	-0.664819098751829	-0.0766970728534523	-0.507819217928397	0.387109092323117	-0.213439923481614	0.0751014272625718	0.820961132684021	0.689925131391463	0.743628710884088
Locus27064	-0.12978160868678	-0.258697571254057	-0.362951937060701	-0.0366358904403769	0.189013151866042	-0.0865146780766522	0.15657076625863	-0.111883608842824	-0.525548024819913	0.139433263472937	0.104276656349346	-0.33764053649105	0.48485035833246	1.16120348453131	0.561779445062983
Locus27951	-0.539671353421966	-1.24724419001021	-0.574321900573982	0.00665998940246651	0.0738024750500246	-0.87761775529904	-0.919643840571882	-0.593413097494079	-0.494243166236421	-0.624935411508465	-0.792834229547334	-0.577503504831476	0.333469267888219	0.764005706992886	0.511851353278174
NODE_249219_length_152_	-0.0831511258510412	-0.518151188205139	0.154964233877763	-0.15950568205443	-0.428527449129845	-0.552505592214942	-0.971125160650332	-0.347641474560783	-0.887892412421863	0.229795628074453	-0.609785574521441	0.0177425937707485	0.958232644440292	0.530991642434298	1.18710967052579
Locus38254	-0.271768333022166	-0.378532033937708	-0.0018493489777665	-0.237691559179876	-0.325611090029096	-0.150078928626521	0.118453094600913	0.0929134881681944	-0.268710098447028	0.452686721399904	-0.106205599252213	-0.858516234451138	0.850358942660595	0.665563782394174	0.947649322887019
NODE_21808_length_166_	-0.0509868506976035	-0.285689867474569	-0.177573146041085	-0.500042098037594	0.0864294913300589	-0.0913968069037397	0.270591244942725	-0.0630931621410064	-0.0420887754698215	0.136618717785938	0.0593661702520003	0.000783116190892011	0.641670321456404	0.630160842711395	0.431801019673707
Locus35853	0.313211354993602	0.178724380019217	0.0292517376731305	-0.089197080014143	0.153498787505168	0.144648006895136	-0.0809841025850995	-0.0239677692145122	0.320348596168107	-0.0423943060758464	0.160919848934783	0.299322110673994	-0.519238987686945	-0.428965334201797	-0.210414770119067
Locus919	0.514354039189047	0.588892993881164	0.55717742763922	0.562488964357039	0.138825671472687	0.0266815179169761	0.190573998968198	0.0238710589557465	0.586566679287645	-0.298806999151966	0.570238574723052	0.794264692961919	-0.301015925298237	-0.946961409845571	-0.965349624740713
Locus2244	-0.0936982809577705	-0.337309481365764	-0.237092194871733	-0.203534872449378	-0.06325618856561	-0.316497348343237	-0.747652504119627	-0.410228596879815	-0.734193248824042	0.216794813125232	-0.258295544268542	-0.479843689225428	0.583183976653574	0.447085720315217	0.510427754298415
Locus11497	-0.331401465034847	-0.215894670761874	-0.102468760269407	-0.10174010420853	0.265523136529557	-0.0930382495741633	-0.300205029746276	-0.00482892047860105	-0.33533314821621	0.208714688287595	-0.036674612477048	-0.349443192665801	0.702179389348567	0.287163523317029	0.718861863184097
Locus19017	0.437085152808022	0.512903341471248	0.929871761538365	0.246115770723918	0.830584412243796	0.420603833248509	-0.0560008575289612	0.306821664017995	0.768828608079031	0.386812848986815	0.687241718093671	0.453845990309258	-0.270364676289994	-0.831011959691992	-0.202279723944173
Locus21371	-0.119234057499143	0.0746668480195429	0.121662933734657	-0.195732713158574	0.394720534789749	-0.012912073410748	-0.160130562242164	-0.263821431890948	0.365588975302643	0.553021063460777	0.107949602830314	0.230549222584871	-0.678551369515275	-0.880577567594507	-0.540647915462771
Locus14948	0.87153919608767	0.091684874238935	0.421704651078259	0.521831918916253	0.0563888927414615	0.047495282935785	0.166474650359598	0.571816783957074	0.411177762673862	-0.043997038746742	0.186965344126206	0.377224566364679	-0.570357075402046	-0.368024637619062	-0.569043498654479
Locus8015	0.18344570191476	-0.300037494878035	-0.177638918813752	-0.299180035884415	-0.750768939428656	-1.32239063407795	-0.995073329998521	-0.701550568824233	-0.380937772666597	0.573303624597891	-0.08387280320484	-0.45975072732296	1.10484399274097	1.06993465332908	1.18117542580395
Locus16332	-0.174376400225987	-0.426007644731629	-0.501461976587572	-0.338667951818484	-0.253100621020177	0.12530410335999	-0.251382279948102	-0.156762651388509	-0.347738326931732	-0.15601356056808	-0.267534694324994	-0.798205886470633	0.291588956452406	0.33994766315778	0.507387839792219
NODE_213014_length_226_	-0.689919717527206	-0.495871144678299	0.156203536950117	-0.391369151837448	-0.461802102261453	-0.599796406825298	-0.160138922439424	-0.184210663734673	-0.485167875740348	-0.385086628964605	-0.47168651903619	-0.683545082893767	0.53488790504573	0.0416375695382389	0.946789057427782
Locus4268	0.219475837243066	0.662326313058317	0.575829847913356	0.437750708884428	-0.166321987470505	0.689815627150395	0.393028499466556	0.226174281692969	0.349998518306523	0.392646890621226	-0.0423497154064016	0.361764805800259	-0.797980509360245	-0.570609861046375	-0.171122619517984
Locus36125	0.180597275357527	0.236939260545255	0.219964171954045	0.0685311267235042	0.274668549592763	0.0598752134401194	-0.046126659663774	-0.0318004657678277	0.2397072137121	0.065544629567874	-0.0558296771626169	0.0802721069015155	-0.524445745853907	-0.0762243295713109	-0.469010499546072
Locus15787	1.01873534278848	0.552199460852072	0.903455879685479	0.726940260508103	0.106402334810669	-0.0471682516805574	-0.346918409196918	0.5508495699704	0.410549939475832	0.332154519591072	0.041379937413864	0.579890416645889	-0.57555531739483	-0.949027282351183	-0.899659490038428
Locus42540	-0.12437749887421	0.341547537624013	-0.144913152615516	-0.399070639638686	-0.0504083503059483	-0.192779402969612	-0.00507490736052591	-0.304056477779546	0.112710333188801	0.563329932956177	0.146812573580142	-0.295202817954756	0.81462393278423	0.938038204980043	0.679880214069772
Locus33069	-0.292639334364324	-0.1641080071107	-0.255858147611014	-0.0574690870638511	-0.393081750965053	-0.193667316854016	-0.796268480541301	-0.407410559115333	-0.651448871275745	0.267902041445185	-0.49591638792019	0.328617548020006	0.736671753541831	0.95235198947184	0.547035216285728
Locus6890	-0.592727025777034	-0.701476445082583	-0.488687359772128	-0.409000318891611	-0.490517532931894	-1.58227727780149	-1.67110281913243	-0.898196734380853	-0.776212581989771	0.120832953822361	-0.765574769175058	0.261829883706341	0.850806730656898	0.85079235447812	1.42795621451976
Locus26233	-0.498361313883174	-0.310652853866402	-0.551784433778311	-0.049646191161977	-0.383590158489278	0.189300965831473	0.16846910288897	-0.614072836921862	-0.336564712840706	-0.0775985122312004	-0.239000035187664	-0.165049267447943	0.755146015873873	0.286743683014713	0.752079350544906
Locus8998	-0.588387312507228	-0.0308598759908451	0.094982826167487	-0.136134089630066	-0.669877109849829	-0.0050580439614846	-0.351918497051428	-0.661091602409353	-0.78511793372921	-0.710410183642266	-0.772760166190188	-0.982241640342828	0.541635683491794	0.414722682750218	1.1670017787827
Locus39512	0.013047886295195	0.109461568520613	-0.136760279863624	0.0102199035670205	0.112496526589762	-0.634719455433059	-0.302130338929037	-0.368162975723656	-0.338462258434679	0.522839214250868	0.195901050753718	0.117574264673576	0.62533049440457	1.40523602591323	0.903063994418948
Locus6952	0.118545276166964	0.0855203282721587	-0.325372074688295	0.214669609775678	-0.285691003423376	-0.141440460468868	-0.115341470947673	-0.213637233468647	-0.43592683725841	0.229373102145354	-0.23707876108888	-0.0610293754290636	0.64955596523291	0.590499855538972	0.423005919180302
Locus8395	-0.243780656419112	-0.258115697816721	-0.436412143655053	-0.327639804335729	-0.392677553439715	-0.172884732824574	0.0233247487896805	-0.299745559956931	-0.0271932439688902	0.155420022344986	-0.470803198123587	-0.803022898932755	0.535582588400616	0.34758924328765	0.560321598033449
Locus41393	-0.587065800209813	-0.725569993540616	-0.644167104956257	-0.240974329035653	-0.605173274443034	-0.68874978953135	-1.65191764339051	-0.744896250809301	-0.999416706112256	0.0569501331656965	-0.625095160724006	-0.240896031757803	0.675026269370685	0.513797764520025	0.602441152185851
Locus5888	0.728360149807318	0.280816980011219	0.447968656021268	0.156094271135232	0.314545855023248	-0.0981808544009773	-0.363793249024411	0.305831028313858	0.708546334260564	0.437921650112985	0.550652182601721	0.907032445325913	-0.966092571908509	-0.463838166209042	-0.708432388870773
Locus32398	-0.102805684548028	0.0545527145183644	-0.359932061335322	-0.014147002484448	-0.100388111002308	0.0190452179353804	-0.0098324309658589	-0.0604898247150871	-0.23335716879954	0.2449762809807	0.214473226780046	-0.167052333231871	0.579534562029635	0.622283204958236	0.297807593078485
Locus32011	-0.316125518461568	-0.611154590794842	-0.543491066054222	-0.260320831348074	-0.237662227278555	-0.171610871974757	-1.17749827309859	-0.73857826416864	-0.850547642386845	0.374069223676471	-0.7577263495124	0.0105938995428105	0.858992229331992	0.752851597690382	0.741863721206749
Locus1096	0.0150330319354815	-0.145386719421987	-0.364558008236896	-0.426107545965158	-0.0547802425935784	-0.496982604019881	-0.144853750952497	-0.276673742738024	-0.014231386838845	-0.306503761383792	0.3188292664221	-0.0804123113585612	0.452851452461221	0.678619257819376	0.40116338544743
Locus22518	0.676729258682415	0.551853554025842	0.718114075975304	0.685492277755458	0.140895646948322	0.230290167355889	-0.015523897222204	0.137263554231755	0.573181787547625	0.134917826227371	0.035579825204045	0.677170324436875	-0.459393646432659	-0.542445349254384	-0.384752632464686
Locus439	0.684639881062189	0.126219038005899	0.509937604617787	0.161823519999788	0.236798004057693	0.407698513959118	0.250363997499241	0.346002581105628	0.586899674525545	-0.0246052310133739	-0.0519676549925543	0.110777286702737	-0.436132454262079	-0.714063296342699	-0.22598529600977
Locus15973	-0.258611323434567	-0.322908642705103	-0.190093102980666	-0.451764283040754	-1.11309378554841	-1.36113020262277	-0.681278431806275	-0.406489719760916	-0.172827437208469	-0.576961685118978	-0.00776132935005501	-0.180125703244041	0.366995072004682	1.10401989537789	0.845999689566201
NODE_240313_length_161_	0.648250335462113	0.49702310272127	0.218406171739026	0.101797739420007	0.179346586165084	0.588507319875221	-0.0991890391190898	0.249053919517737	0.0260670442428055	-0.112771024866153	0.0658938720546646	1.22230145416718	-1.03453070730901	-0.674175152151994	-0.76937615004005
Locus21655	-0.294408247952912	-0.0147807884636087	-0.221851827841571	-0.459180713087522	-0.410716142271985	-0.229791124397215	0.0738846152114754	-0.32797303585984	-0.0781798679274578	0.1819029305926	-0.0325940559121191	-0.49019834409995	0.387412856832761	0.656650226621292	0.349179406771431
Locus18837	1.61276616351306	0.413937375516291	1.19034537725742	0.793774576038952	0.681585150588385	0.200241623716103	-0.104753074097681	0.69735639889204	0.751208424777456	0.644025908387675	0.415976985171688	0.404870185322266	-0.776139480825421	-0.824069453705482	-0.398271974445784
Locus35111	0.142015631443704	0.265412112966021	0.752655416038994	0.19642161088742	0.0438272352195496	-0.0325541023359171	0.0416572427857257	0.0005972299247212	-0.0176363202483706	0.0036017862284925	-0.00919126701112265	-0.362497873914843	-1.01334769882075	-0.808854354875713	-0.414691768025369
Locus18662	-0.653294838822943	-1.12536857469205	-0.775862765434568	-0.0869566913972847	-0.0837818455708065	-0.202975521711441	-0.248830086218705	-0.620745680298519	-0.258049637428711	-0.205578320418603	0.117160147752053	-0.529701008232941	0.473467878322923	0.597470993388459	0.900786921695788
Locus33600	0.223028115457341	0.48206717605932	0.878742577920616	0.400982711348726	0.331545954651703	0.240226551698538	-0.050477226139418	0.477141701263008	0.399320112014078	0.194127511259741	0.311232557443477	0.338278270965214	-0.388303454365732	-0.343839931734042	-0.151098303400382
Locus36485	0.762712420056787	0.243208573437553	0.890704424531455	0.640073934779738	0.0216796151888646	0.548089454341524	0.0543356278827729	-0.264765003042346	0.548996764043009	0.342776469157728	0.228354603695973	-0.0084123964730483	-0.637505638071284	-0.76302298261575	-0.604472609224521
NODE_239799_length_146_	-0.242147322058062	-0.070053745174822	-0.180743636885251	-0.253869849877596	-0.39887919095128	-0.0896467553043075	-0.0942751884568872	-0.133337075617621	-0.425352747296798	-0.356454078545778	-0.132293052008648	-0.695388660792665	0.334891871451432	0.419040933689476	0.139465720380992
Locus14842	-1.05137102040514	-1.36144945364453	-1.3760174217837	-0.568642992148446	-0.964075190709812	-1.71840957286394	-2.3459701715232	-1.83352338798958	-1.41795016862168	-0.282140057560229	-1.38683167533515	-1.10671688717743	0.0747462518277889	0.117395255862707	1.34216241860912
Locus30184	-0.434452437630714	0.00925645315119135	0.28110205162043	0.319793323402616	-0.0720880524849428	-0.43639159674599	-0.827134833404539	-0.464934042005748	-0.541457898780775	-0.0191061257148861	-0.549480774170009	-0.436370997891533	0.513765160804954	0.965648478713233	0.908969253216147
NODE_124184_length_1019_	-0.0518270646377009	-0.103292348152542	-0.232176631376323	-0.444181171191325	-0.395162217594605	-0.146751595287652	-0.232280413770064	-0.456476704505267	-0.190112534181042	-0.323566412782133	0.185010882596322	-0.048646725222974	0.248822706513082	0.298724404147723	0.517841176324064
Locus1567	0.076351600902591	0.194859339233023	-0.260428310773539	-0.236127332216232	0.009557343960544	-0.231355550011314	0.1939538193705	-0.0316270619846346	-0.39200078070336	-0.264626831169734	-0.191225721375206	-0.244261168236842	0.511434379309204	0.687904267539014	0.278970563576836
Locus11083	-0.639374275089523	-0.414779512070292	-0.737381570233562	-0.346840971630961	-0.773604371369966	0.0648466457161717	-0.604515642770028	-0.057830384300183	-0.666886078358542	-0.026359719102066	-0.40347628232226	0.155431961723737	0.329048098335607	0.712749974890781	0.774802120312656
Locus2162	-2.58862096952335	-3.05133257772338	-2.35991544883578	-1.54990318483134	-1.87185499911275	-1.70629415183013	-3.24106514507407	-3.36911868856336	-2.75897026609541	-0.326040929642893	-2.54028811018635	-0.747999136466694	0.294362625725742	0.125041928380226	1.98375291689321
Locus4272	-0.562948157673683	-0.364372295420334	-0.41514408748422	-0.291196153176058	-0.183937397447682	0.0336824283062966	0.136276698572381	-0.29979718477715	-0.588482650170687	-0.0143894477595435	-0.523780269632458	-0.58594478577727	0.636632569038394	0.384833737748092	0.287443037989185
NODE_81699_length_153_	0.331713805195482	0.175124488177819	-0.0497162039051201	-0.216387381386738	-0.113887736659506	0.679635995730024	0.348118569774906	0.650080662716753	0.58718846946787	0.162452621350547	0.200375572373865	0.207287847143888	-0.373558891282735	-0.770554956809123	-0.682317734060512
Locus38730	0.748887674270847	0.299145976957344	0.366532752258041	0.895575706201024	0.266953787556513	0.508889358752973	0.290814302074832	0.398123181955635	0.175338632671037	0.322327618806116	0.197454204910138	0.410753123120542	-0.0490293496646425	-0.303014922589184	-0.341757504311334
Locus3274	0.029146998289784	-0.415463392950331	-0.46602184239741	-0.645680400770243	-0.511181652818328	-0.255717360018897	0.101000274972206	-0.0845199528986033	-0.212201694940483	0.108005865891242	-0.100429537401165	-0.0800337259147103	0.442284802021553	0.474125933059106	0.572795896974031
Locus25287	-0.249711972972943	-0.241640507333601	-0.603651931443532	0.0760304243942241	-0.143987874199798	0.128417032418563	-0.301752950548747	-0.0231849123374085	-0.369721772914644	0.0218285242531039	-0.46739014590833	0.0864376553448255	0.419578773708482	0.651879068788231	0.452511862477562
Locus20160	-0.332319779353712	-1.07077493802757	-0.623314485530859	-0.469131153040734	-1.01035390154844	-1.52657986386274	-1.98348330731663	-0.918969136560444	-1.04919310218511	-0.151916789489214	-0.825807348317025	0.0129644220154244	0.177563731164758	1.48196264050687	1.20380661791654
NODE_294628_length_172_	0.076813624791717	-0.225891084986336	-0.156617009195126	-0.445774041590894	-0.376160970922779	-0.0205897127981032	0.0547784132089401	-0.0417640132808535	-0.181978387506973	-0.001846686347397	0.00204296825270613	0.00813175195467949	0.280358102434447	0.647207963552068	0.328678333560796
Locus4522	0.516034778389437	0.45532788846028	0.669222940746591	0.677227923551563	0.131371968465207	-0.0461995149017075	-0.247357793856633	-0.00940690816704585	0.286534992030174	-0.152315721129299	0.33738650621165	0.505015285557204	-1.12377731310872	-0.937839872939169	-0.259552772443463
Locus8265	0.0283223860142895	0.627137913652433	0.581698270653316	-0.148979069588983	0.265608936760033	0.386075699033783	-0.543646586855618	-0.485359287386129	0.391298443536704	0.612614851590977	0.286168222195077	0.459377517607176	-0.715890381206919	-0.84178113786097	-1.96821974009382
Locus26988	-1.35329116804297	-1.75717167852238	-1.26244715658716	-0.577929542400618	-0.710428846857962	0.131867740305913	-1.24268299190186	-0.933458895462065	-1.72168013999657	-0.334406641781865	-1.33064232554317	-0.395549255721847	0.713247842133845	0.341017513808204	1.08384183486418
Locus35359	0.217465350469935	0.768613072845324	0.647800699050733	0.506186861374302	0.144976630687471	0.176971557683205	0.300057631814333	0.536849824997332	0.312619079081914	-0.0744393872387119	0.281587029910756	0.573276780380913	-0.253317902770204	-0.235454088235486	-0.459779973669579
Locus29970	-0.00778273318688352	-0.428312818660958	-0.392782568867965	-0.311932591367577	-0.236932416999963	0.0402735093287896	0.377449185887163	0.0712340620537177	-0.377164855579043	-0.119215534363689	-0.409105684043486	-0.346575533837118	0.461191462686119	0.48684633010973	0.616272958582824
Locus16385	0.398360682791645	0.294489289557236	0.472405473849067	0.11018902032476	0.121140225902152	0.324222675150089	-0.0986921497418395	-0.28066036082924	0.0482781515509085	0.365485257256791	0.0877647845609168	0.353571890488666	-0.356234912809584	-0.672607156393197	-0.373368150844303
Locus9253	-0.458752759619701	-0.225054570499474	-0.0101399604740905	0.0672143780433139	-0.504116415979047	0.06176232040248	0.515766334644745	0.369292896703695	-0.47518648688568	-0.348560610566809	-0.176233093345117	-0.519337288218156	0.666945032860091	0.78860431611559	1.0618450255329
Locus5515	0.330827962492294	0.451403597721533	0.565626519299536	0.727321365343299	0.203691901620744	0.320897127828364	0.240833127768154	0.167348266380857	0.100308748919396	-0.0451204196814631	0.152115343291319	0.29100367006396	-0.215502359745663	-0.265057177220106	-0.406160232341015
Locus42636	-0.104296063219741	-0.42465378357094	-0.413467424237343	-0.105790778046108	-0.0610744875689076	0.00383946770304999	0.307534196289039	0.184101515690827	-0.0175843004032625	-0.196037708513316	-0.054860188626204	-0.133603581790821	0.313248839065577	0.572902425697921	0.715351968270627
Locus17297	-0.951082917229925	-1.09346628885178	-1.10547185717695	-0.782875968282973	-1.21787033352939	-2.05512361725699	-0.828096527950898	-0.513341268873086	-1.44588206842094	0.351413361532932	-1.25220969612095	0.484210775248912	0.695506682387843	1.87629987328389	1.03601912626718
Locus1013	-0.608139006430112	-0.207737445126846	-0.516126819920683	-0.0878716631993388	0.109036077080952	-0.43507688759317	-0.547315252864334	-0.75528397219052	0.00658234585257845	0.106643159713543	0.0834200059338421	-0.146745788251974	0.670450181711985	0.720753906767758	0.441815786755628
Locus38202	-0.596802738907206	-0.211368117893957	-0.402925712483627	-0.465647839186946	-0.352570508434418	-1.31349400427519	-0.924782698688799	-0.31239183738838	-0.66413433652421	0.327640293547431	-0.533171635334584	-0.0151621003723259	0.649462688257297	0.433049335345894	1.45622107037949
Locus38733	-0.791360509571795	-0.867116253206348	-0.78991123356268	-0.284547050104809	-0.892696973882898	0.155908144985577	-0.965564611571783	-0.765202548627959	-1.00588456695163	-0.310343856307403	-0.986664265107744	-0.182302693061105	0.14443388863335	0.602630952590628	0.572180684367507
Locus6568	-1.41417253219746	-1.50088444059847	-1.2195093883582	-0.914339608258138	-0.316455161004306	-1.73039793877555	-2.40242447090975	-1.64785110920791	-1.48918423221046	0.0854703132086295	-1.27914681079747	-0.117692672478131	0.552364116802589	0.83186374772725	1.11474165193051
Locus36658	0.731612610423666	1.04278241633726	1.38413173076704	0.98396851052872	-0.217513458918026	0.860142258656361	-0.836628616949332	0.0285669014054795	0.0671049854510961	-0.261307711102028	0.28629423582091	1.23674127060056	-1.5845929009859	-1.24345156780094	-1.53016079175703
NODE_348568_length_193_	-0.019642526969199	-0.283252412022477	-0.043979154025754	-0.532668731547965	-0.928639310413435	-0.767684554302875	-0.748473102923928	-0.619484505258862	-0.774878250412436	0.0673904795498372	-0.431467723639344	-0.068118249184838	0.692725779547569	0.910040921251149	0.207011568546558
Locus7224	0.148818647111789	0.607415728503603	0.288791126046592	0.175893872434849	0.381197439779628	0.342882393945097	-0.699801697000092	0.0733512207742774	0.137374707474047	0.446194115078624	0.292643522458344	0.468203932625524	-0.895648734413255	-0.439346688159436	-0.794874263893191
NODE_268587_length_253_	0.164828338221268	0.716825587477586	0.432400202432063	0.215889263817209	0.437561148244246	0.182948609711605	-0.0274163115651864	0.0444063494102179	0.131763876427579	0.0603375771185425	0.386187525529565	0.481619769381372	-0.245379968863236	-0.260863252217415	-0.607549211824119
Locus9568	-0.157133561186934	-0.224467788859332	-0.174404099799713	-0.240054448492228	-0.3779976900389	-1.47998030923079	-0.828751010285225	-0.27298323650559	-0.587210273178103	0.569924051647127	-0.0389272547783205	0.123558017702813	0.931250464485667	1.02537299890712	1.24537917404939
Locus12048	-0.461718398587922	-0.125948336294864	-0.0684079831960832	0.175199786360076	0.0612346696431325	0.0686643129775006	0.188669875109797	-0.0901353613845486	-0.026233467596486	0.239755548163209	-0.167650593116005	-0.164332949982324	0.413353243098509	0.549238745535016	0.542429693159004
NODE_258157_length_189_	-0.225791615630517	-0.460922901363225	-0.474641239829416	-0.279517479775859	-0.662921918627615	-1.08081127284726	-1.42629689163041	-0.864088307049151	-0.737625974844711	0.23396535876622	-0.608830442934743	-0.676944564483507	0.702125595623973	0.248886564405165	0.817903144231185
Locus8036	-1.06229399284525	-1.54416994395284	-0.951552449046152	-0.666703296639709	-0.50417560523153	0.0933391475983561	-0.475985641788406	-0.783604243395723	-1.49304775946682	-0.109021221462683	-1.26335315853225	-0.358262489738427	0.498501368337341	0.866132367951745	0.618592508403508
Locus20173	-0.158472641804502	-0.495511224027005	0.0631242962267945	0.148761660554555	-0.120768135132436	-0.119299544582927	-0.866620962758057	-0.575792783762523	-0.708373103523858	-0.205606178139612	-0.560292520870345	-0.246279524918517	0.569299289861074	0.34276667093612	0.778873622119151
Locus33919	0.00882737462232451	0.511262076367984	0.0779441845564241	0.0135138345364752	0.150488175742048	0.290173623559991	-0.562204017361662	-0.265716390430382	0.353427863069663	0.0526142322598941	0.297970049735791	0.977950324157544	-0.849558133437682	-0.914901567588073	-0.86380359891932
Locus6317	0.395413620682416	0.445510046026231	0.813311138786221	0.897747850939582	0.242696917834852	0.305004125665849	-0.284511584481549	-0.012412518575253	0.392671529184165	0.445899058252282	0.495334279332132	0.562744383246493	-0.279112768810674	-0.826184610020674	-0.471950884022496
Locus27306	-0.516174273796869	-0.376779863970261	-0.363837742021815	0.035751289498796	-0.144681767644849	0.289937136835299	-0.327732713039732	-0.483040761155928	-0.685579082629137	-0.157684355032023	-0.224188214543719	-0.705065241001781	0.493166840780393	0.36883320196907	0.567865923298583
Locus36280	-1.23961025587758	-1.63706282862613	-0.994316446787016	-0.660410643545782	-0.728359831013912	-1.12506498739925	-2.15062413205803	-1.61445375912114	-1.29166619474748	-0.0740075432267481	-1.31341311087944	-0.68562882074076	-0.0784496688380924	0.425745599932728	1.19273667497665
Locus30281	-0.842048337023106	-1.12321647134873	-0.92976632679259	-0.669009553109738	-0.937182494158183	-2.57670009095159	-1.50003566300187	-1.0596075833838	-0.190292538167011	-0.150987286395556	-0.0040292703943239	-0.517733672093571	0.959399485984052	0.738396958709439	1.34706587104632
Locus3395	0.211270874115003	0.406219560033759	0.106244686639615	0.116308893668791	0.100060672245982	0.603264497743961	0.0332514105742215	-0.196580430398169	0.153332758070367	0.209155125540094	-0.202561483658946	0.204063186216344	-0.437180140867192	-0.597416701110821	-0.357613548802869
Locus2474	0.82731283668945	0.304987906420613	0.729856499962701	0.0212184547751514	0.270349878813719	-0.070423151417047	-0.475734034834382	0.0272398817521811	0.818053113876948	-0.088905487587112	0.469791634499754	0.642552198161546	-0.917041635657598	-1.05475080698916	-0.595887917456488
Locus12061	-0.913549097193578	-0.643425562374244	-0.835730341501889	-0.320726365075638	-0.477481279344446	-0.257185226516117	-1.5466629938191	-0.813670429388016	-0.676168932272095	0.192752819573084	-0.780820646492538	0.00188136246437851	0.672595410526613	0.572167261242767	0.654906233107006
Locus26108	0.269830252380144	-0.157624408883243	-0.00377606475970155	-0.254770033826132	0.190246373857259	0.624886980675801	0.319479319063172	0.517009379108982	0.21525469356662	0.480351048856752	0.397281443761277	0.500052153417866	-0.342045800965181	-0.664839692445214	-0.486502693234048
Locus37649	-0.696626931133358	-0.679859472392325	-0.596909744956925	-0.083277945510584	-0.185449303019583	0.00064778366428285	-0.440105763170297	-0.350218962679087	-0.522199461176643	-0.117157477060561	-0.246703971762764	0.524205437994683	0.625295135464291	1.24193091756259	0.402782937612433
Locus485	1.51965970451175	0.469340353285472	1.09914580904044	0.855660950712045	-0.312803986044218	0.452290827429777	-0.00351421992586801	1.31144013332537	1.15980026678455	-0.94056258131575	0.490560142545015	0.422952895465952	-1.30360332207289	-1.18862949429149	-1.54935123217559
Locus3535	-1.21401057666843	-0.270472237054982	-0.594324549597036	0.171618507645283	-0.296957471036338	-0.171958086877942	-0.377150935767542	-0.318682466791149	-0.148367450914844	-0.44465704886085	-0.447693136490881	-0.752990052767961	0.220820284977035	0.734069081576821	0.698891208199941
Locus39022	-0.0336002135904394	0.1832772563333	0.139956339602749	-0.174040794537168	0.0310242953241875	-0.394951646094079	-0.380480643796696	-0.137465562962966	-0.311947780371138	0.374354643776032	-0.401234209966565	0.388734449910958	0.672912249800312	0.709794459041561	0.699811484956501
Locus35079	-0.611705972387776	-0.279625423632505	-0.302759957362409	0.073507114692082	-0.306546012179263	0.38200856411014	-0.0899679895228128	-0.025020916217525	-0.364610531814063	-0.0178848608417186	-0.0510940690971034	-0.125856732654624	0.387369197565789	0.498204116096906	0.781027895425389
Locus9556	-0.704340377201213	-0.0790306381686251	-0.489354171659533	0.0641977388162498	0.059016772498481	0.206117259907199	-0.249103581749236	-0.361426981467685	-0.774025856803997	0.233427021656724	-0.23669416614572	-0.56594500322469	0.637323707847461	0.627878415934842	0.724981961843492
Locus9496	-0.468412511876433	-0.173237671253258	-0.057896256639901	-0.374676421003179	0.288253739905171	-0.114429469241302	-0.214285965681824	-0.305549585651981	-0.203290792591826	0.1341601803041	-0.0719535951569747	0.252323731404678	0.49840990713385	0.54252113197872	0.469891003233227
