o1	o2	o3	t1	t2	t3	v1	v2	v3	p1	p2	p3	j1	j2	ja
Locus20132	-0.865668131185702	-1.11801417647988	-1.076319915614	-0.243653871704067	-0.65390798711917	-1.35315037663964	-1.69027515269011	-1.16729083455296	-1.2176507263157	-0.275893583349517	-0.997254290668583	-0.867935514043094	0.176447087985201	0.307752199840812	1.20309376673244
Locus16237	-0.295603544620723	-0.136135129819989	-0.258917392393857	-0.158930870841995	-0.210602565512345	0.0206040676785469	-0.209838852908967	0.0858162020909855	-0.529077797258714	0.259913866404213	-0.437930463131589	-0.245096078252729	0.446933442804191	0.536285249829088	0.553160131480506
Locus26643	-0.393845933009281	-0.444385436728793	-0.544444281836998	-0.245477063008183	-0.553118551964615	-0.138789038128783	-0.167876444137635	-0.0522468742337815	-0.549612482460086	-0.127875751274954	-0.504972635156971	-0.107470137757843	0.212700783728137	0.271322160933196	0.660860746762177
Locus27624	-0.02501461819228	0.142178393342129	-0.258999995421951	0.315493925972347	-0.137333363014455	0.0550377074997425	0.31510679416178	-0.0394851644193222	0.0040368112915469	-0.13806418039477	-0.0133222069730202	-0.264710553342326	0.551334754725987	0.606614926760288	0.635644157667322
Locus35553	0.236226619725341	0.0678517643357216	-0.14972194656989	-0.00725701436798951	-0.112756891244796	-0.317681349930124	-0.146599138359779	0.0300392653022365	-0.262915291042238	0.222867580486323	-0.173160511282227	-0.151047790775728	0.368702708391235	0.515448420327069	0.775380545656383
Locus14759	-0.50398251796832	-0.215446553525037	-0.217861063368676	-0.291935054534716	-0.63408603119066	-0.953522507072449	-0.790962510525544	-0.669879731108872	-0.691254679082481	-0.426944773591108	-0.270046888182828	0.0293905330446172	0.364707390074041	0.308699940395142	0.941372365301255
NODE_281354_length_272_	-0.169047830182732	0.0899034171102424	0.0767911623046822	-0.425251627413605	-0.591521810753862	-0.664985465209319	-0.118422926349738	-0.60526521764674	-0.496310506915577	0.357506618694001	-0.312457728590135	-0.179172061718817	0.638328443403964	0.830496456208057	0.789987213190181
Locus16693	0.388541930954276	0.177041038044009	0.0684557040715415	-0.196747207504861	0.717866647549337	0.344308699978046	-0.0800096760060406	-0.0378101778026482	0.176188407350899	0.266554583841401	-0.0470648170206156	0.101329004945832	-0.478528539388621	-1.03962438806518	-0.610364046988578
Locus37486	-0.175357559469246	-0.0722711885260041	-0.256048357021038	-0.00890240707624751	-0.36690816451116	-0.0619628130540024	-0.116508530399843	0.21776759320975	-0.187054297468914	-0.0905923410414349	-0.235435870711569	0.060040848210583	0.617788945772056	0.649112096988007	0.181547639675598
Locus6974	0.03423830136137	-0.123077649338275	-0.218966504551975	-0.321126308962599	-0.01033618565093	-0.571363071624816	-0.0874717501979415	-0.114927249729457	-0.21257770944293	0.0136282350929315	-0.34755612975756	-0.439496708504373	0.56609218179063	0.775046231525498	0.182017742707002
Locus24896	0.618970692789176	0.520137720536407	0.845141730436907	0.858020942427683	0.43458101885409	0.186114816868239	-0.25723235723683	0.466331831664951	0.651791955092579	0.374723069948439	0.491674573668425	0.390037132092821	-0.659784225064163	-0.743057963391916	-0.198171645281917
Locus20716	-0.126272759340529	0.369387132724035	0.346270818987028	0.0412208607478958	0.49792001507625	0.283876254990531	-0.204856076368383	-0.0178617463636468	0.281694227042662	0.190511356741381	0.29392695847178	0.366639240820924	-0.856952133060624	-0.220650880058498	-0.824195895345331
Locus27119	-0.121814866488516	-0.269780006848331	-0.287833988250511	-0.332130801310783	-0.435671912716714	-0.704230202476256	-0.652160483999253	-0.244645990822823	-0.425524284067719	0.275594491970612	-0.316065050513777	-0.307126716196457	0.383540284903939	0.393815108687656	0.663238390107324
Locus33394	-0.0808324019484565	-0.40145212780632	-0.413145529287201	-0.366133926300882	-1.09590628856993	-1.02254405431956	-0.723257575740015	-0.312556319342742	-0.654683790605967	-0.294272429481449	-0.302779975177455	-0.0560277120707553	0.369690132910686	0.540866565611391	1.25966577569824
Locus41761	-0.809344833036493	-0.217471687862467	-0.227061382397456	0.171818132579871	-0.352202130226415	-0.176077780949828	0.0234342039463288	-0.204459126264481	-0.473602664359246	0.152858226482031	-0.128704872076274	-0.190005755533583	0.665360205032912	0.510904791501412	0.731138377058968
Locus2366	0.717565985411305	0.658958709027773	0.718122239828755	0.585963259143812	-0.314167445957264	0.635016398120229	0.546637617873899	0.489133293518675	0.521590966578199	-0.237018746978086	-0.0796623096739245	0.216297507283948	-0.672898659882795	-0.960394561572813	-0.780911579041399
Locus28539	0.819436787229367	-0.0381714850020987	1.16970701095075	0.280435954011879	0.247757668415862	0.165870268706689	-0.229306141427241	0.0846034024923751	0.359749303725424	0.649943427297172	0.333415624763204	0.0325227221574501	-0.815371675881152	-1.1938801123249	-0.736143922819956
Locus27867	0.210059794871564	0.25421352889587	0.212159813612094	0.343573731220154	0.0785768112880866	0.0653053278590545	-0.0275979683245833	0.430058871987361	0.238567918860145	0.150930651202979	-0.0401407957571968	0.244004135877818	-0.608794680138429	-0.532519219515495	-0.0607191051895633
Locus31218	0.194845639562247	-0.0390491527339474	-0.110301545966115	-0.035264239695319	0.0236416662286082	-0.415904767446926	-0.374288303575674	-0.125610088283284	-0.365513033158148	0.0825764952133095	-0.0871664634430683	-0.307608615527049	0.532493610105794	0.322926585358685	0.692220048711681
Locus31241	-0.670575503030181	-0.392189988646761	-0.852657334852048	-0.40111728129744	-0.36583038207471	-0.418695217577852	-0.435858360192149	-0.345783533702639	-0.221291062091895	-0.147927684385928	-0.38401794506758	-0.120506903211585	0.163597686328879	0.18331274350831	0.804514818534085
Locus23167	-0.236877129970721	0.348213874966135	-0.10500928506813	-0.195253370230177	-0.023782493113071	-0.403662517336052	-0.0460253373726969	-0.376831564696561	-0.369573060032299	0.0711364436204007	-0.143118247654335	-0.64540063488984	0.532756481977065	0.51681576650565	1.06575521640234
